job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,min_salary,max_salary,skills_list,avg_salary,salary_clean,revenue_numeric,company_size_numeric
data scientist,midlevel,hybrid,company_080,"Vancouver, British Columbia, Canada",5 days ago,"Toronto, ON, CA",Finance,Public,26050.0,,109786 - 164585,"['pytorch', 'aws', 'scikit-learn', 'python', 'machine learning']",109786,164585.0,"['pytorch', 'aws', 'scikit-learn', 'python', 'machine learning']",137185.5,109786 - 164585,,26050.0
data scientist,senior,remote,company_746,United States,14 days ago,"Omaha, NE, US",Technology,Private,90.0,,114973 - 141567,"['sql', 'machine learning', 'python']",114973,141567.0,"['sql', 'machine learning', 'python']",128270.0,114973 - 141567,,90.0
data scientist,senior,hybrid,company_922,"Columbus, OH",10 days ago,"Hartford, CT, US",Finance,Public,18200.0,21550000000.0,100036 - 150050,['machine learning'],100036,150050.0,['machine learning'],125043.0,100036 - 150050,21550000000.0,18200.0
data scientist,senior,remote,company_416,Washington DC-Baltimore Area,a month ago,"Mountain View, CA, US",Technology,Private,360.0,1800000000.0,164407 - 182673,"['aws', 'python', 'machine learning', 'gcp', 'kubernetes', 'azure']",164407,182673.0,"['aws', 'python', 'machine learning', 'gcp', 'kubernetes', 'azure']",173540.0,164407 - 182673,1800000000.0,360.0
data scientist,senior,on-site,company_415,"United States, Denver",22 days ago,"New York, NY, US",Technology,Private,900.0,4500000000.0,172624,[],172624,172624.0,[],172624.0,172624,4500000000.0,900.0
data scientist,senior,on-site,company_893,"Lexington, MA",8 days ago,"Heerlen, LI, NL",Technology,,,,117553 - 159840,"['aws', 'git', 'r', 'python', 'docker']",117553,159840.0,"['aws', 'git', 'r', 'python', 'docker']",138696.5,117553 - 159840,,
data scientist,,on-site,company_096,"New York, New York, United States",a month ago,"San Francisco, CA, US",Finance,Private,950.0,11330000000.0,138826 - 173533,[],138826,173533.0,[],156179.5,138826 - 173533,11330000000.0,950.0
data scientist,midlevel,remote,company_421,"Charlotte, AR",14 days ago,"Cheyenne, WY, US",Technology,,,,25211,"['sql', 'machine learning', 'python']",25211,25211.0,"['sql', 'machine learning', 'python']",25211.0,25211,,
data scientist,,hybrid,company_081,"Toronto, Canada",7 days ago,"San Francisco, CA, US",Technology,Public,5010.0,4420000000.0,98642 - 123302,[],98642,123302.0,[],110972.0,98642 - 123302,4420000000.0,5010.0
data scientist,senior,,company_924,"Gainesville, FL",3 months ago,"Gainesville, FL, US",Education,,19503.0,,55715 - 58455,"['pandas', 'numpy', 'pytorch', 'r', 'python', 'scikit-learn', 'scipy', 'machine learning', 'keras', 'deep learning', 'tensorflow']",55715,58455.0,"['pandas', 'numpy', 'pytorch', 'r', 'python', 'scikit-learn', 'scipy', 'machine learning', 'keras', 'deep learning', 'tensorflow']",57085.0,55715 - 58455,,19503.0
data scientist,senior,hybrid,company_925,San Francisco Bay Area,a month ago,"Dublin 2, IE",Technology,Private,150.0,,164401 - 214633,"['pandas', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'opencv', 'sql', 'machine learning', 'gcp', 'deep learning']",164401,214633.0,"['pandas', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'opencv', 'sql', 'machine learning', 'gcp', 'deep learning']",189517.0,164401 - 214633,,150.0
data scientist,senior,,company_928,"Barcelona, Catalonia, Spain",12 days ago,"Barcelona, CT, ES",Technology,Private,4770.0,,53099,"['deep learning', 'aws', 'machine learning', 'python']",53099,53099.0,"['deep learning', 'aws', 'machine learning', 'python']",53099.0,53099,,4770.0
data scientist,senior,on-site,company_930,"San Diego, CA",21 days ago,"San Diego, CA, US",Healthcare,Private,1530.0,,167749 - 215676,"['pytorch', 'python', 'java', 'sql', 'machine learning', 'deep learning', 'tensorflow']",167749,215676.0,"['pytorch', 'python', 'java', 'sql', 'machine learning', 'deep learning', 'tensorflow']",191712.5,167749 - 215676,,1530.0
data scientist,senior,on-site,company_932,"Palo Alto, CA",25 days ago,"Palo Alto, CA, US",Technology,Public,51070.0,,140657 - 216600,"['sql', 'powerbi', 'machine learning', 'python']",140657,216600.0,"['sql', 'powerbi', 'machine learning', 'python']",178628.5,140657 - 216600,,51070.0
data scientist,senior,,company_937,"Atlanta, GA",6 months ago,"Atlanta, GA, US",Retail,Public,500010.0,,111435,"['sql', 'tableau', 'python']",111435,111435.0,"['sql', 'tableau', 'python']",111435.0,111435,,500010.0
data scientist,senior,hybrid,company_008,"San Jose, CA",3 months ago,"San Jose, CA, US",Technology,Public,34660.0,81760000000.0,139285 - 239614,"['sql', 'machine learning', 'python']",139285,239614.0,"['sql', 'machine learning', 'python']",189449.5,139285 - 239614,81760000000.0,34660.0
machine learning engineer,senior,remote,company_690,"Maplewood, MN",a day ago,"Maplewood, MN, US",Healthcare,Public,22020.0,,125529 - 153424,"['machine learning', 'python']",125529,153424.0,"['machine learning', 'python']",139476.5,125529 - 153424,,22020.0
data scientist,senior,remote,company_169,Fully Remote,4 days ago,"San Francisco, CA, US",Technology,Public,4110.0,7790000000.0,184866 - 207973,[],184866,207973.0,[],196419.5,184866 - 207973,7790000000.0,4110.0
machine learning engineer,junior,,company_941,"Bengaluru, Karnataka, India",14 days ago,"Dublin, IE",Technology,Public,492245.0,153300000000.0,10527 - 26188,['machine learning'],10527,26188.0,['machine learning'],18357.5,10527 - 26188,153300000000.0,492245.0
data scientist,senior,remote,company_611,"Denver, CO - Remote",22 days ago,"Denver, CO, US",Technology,Public,2540.0,,137006 - 200939,[],137006,200939.0,[],168972.5,137006 - 200939,,2540.0
data scientist,senior,hybrid,company_214,"Washington, DC",a month ago,"Montréal, QC, CA",Technology,Public,57290.0,17250000000.0,105769,"['r', 'python', 'sql', 'machine learning', 'matplotlib', 'tableau']",105769,105769.0,"['r', 'python', 'sql', 'machine learning', 'matplotlib', 'tableau']",105769.0,105769,17250000000.0,57290.0
,lead,hybrid,company_946,"New York, NY",5 days ago,"New York, NY, US",Technology,Private,52380.0,,200935 - 296834,"['aws', 'gcp', 'azure']",200935,296834.0,"['aws', 'gcp', 'azure']",248884.5,200935 - 296834,,52380.0
data scientist,lead,hybrid,company_728,"San Francisco, CA",a month ago,"Los Angeles, CA, US",Technology,Private,150.0,,258479,[],258479,258479.0,[],258479.0,258479,,150.0
data scientist,senior,,company_223,"London, England, United Kingdom",2 months ago,"New York, NY, US",Technology,Public,10060.0,,76371,"['powerbi', 'python', 'sql', 'machine learning', 'tableau']",76371,76371.0,"['powerbi', 'python', 'sql', 'machine learning', 'tableau']",76371.0,76371,,10060.0
data scientist,lead,hybrid,company_947,Hybrid,a month ago,"New York, NY, US",Technology,Private,2020.0,,109604 - 200937,[],109604,200937.0,[],155270.5,109604 - 200937,,2020.0
machine learning engineer,senior,on-site,company_156,"Mountain View, California HQ",16 days ago,"Mountain View, CA, US",Technology,Private,900.0,8050000000.000001,184816 - 276788,[],184816,276788.0,[],230802.0,184816 - 276788,8050000000.000001,900.0
data scientist,senior,on-site,company_273,"London, England, United Kingdom",6 months ago,"Menlo Park, CA, US",Technology,Public,94530.0,230270000000.0,103877 - 144998,"['sql', 'r', 'python']",103877,144998.0,"['sql', 'r', 'python']",124437.5,103877 - 144998,230270000000.0,94530.0
machine learning engineer,senior,remote,company_949,United States,21 days ago,"San Francisco, CA, US",Technology,Private,150.0,,155272 - 200939,"['pytorch', 'aws', 'r', 'python', 'machine learning', 'gcp', 'deep learning']",155272,200939.0,"['pytorch', 'aws', 'r', 'python', 'machine learning', 'gcp', 'deep learning']",178105.5,155272 - 200939,,150.0
data scientist,senior,remote,company_950,United States,14 days ago,"New York, NY, US",Technology,Private,30.0,,109601 - 173534,"['sql', 'tableau', 'python']",109601,173534.0,"['sql', 'tableau', 'python']",141567.5,109601 - 173534,,30.0
data scientist,lead,remote,company_951,"New York, NY",7 days ago,"New York, NY, US",Finance,Private,8010.0,,136032 - 223478,"['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",136032,223478.0,"['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",179755.0,136032 - 223478,,8010.0
data scientist,senior,,company_052,"Amsterdam, North Holland, Netherlands",a month ago,"San Francisco, CA, US",Technology,Public,26910.0,53250000000.0,72513,"['tableau', 'sql', 'r', 'python']",72513,72513.0,"['tableau', 'sql', 'r', 'python']",72513.0,72513,53250000000.0,26910.0
data scientist,,hybrid,company_952,Hybrid,6 days ago,"Culver City, CA, US",Education,Private,390.0,,109600 - 137000,[],109600,137000.0,[],123300.0,109600 - 137000,,390.0
data scientist,senior,hybrid,company_146,"New York City, NY",12 days ago,"San Francisco, CA, US",Finance,Private,780.0,11800000000.0,175364 - 241124,[],175364,241124.0,[],208244.0,175364 - 241124,11800000000.0,780.0
data scientist,midlevel,on-site,company_105,"Gurgaon, Haryana, India",15 days ago,"New York, NY, US",Technology,Private,30060.0,,24227,"['aws', 'python', 'docker', 'machine learning', 'gcp', 'kubernetes', 'azure']",24227,24227.0,"['aws', 'python', 'docker', 'machine learning', 'gcp', 'kubernetes', 'azure']",24227.0,24227,,30060.0
data scientist,senior,,company_954,"Palo Alto, CA",14 days ago,"CA, US",Technology,Private,15.0,,137004 - 228336,[],137004,228336.0,[],182670.0,137004 - 228336,,15.0
data scientist,,remote,company_675,"Remote, United States",6 days ago,"El Segundo, CA, US",Technology,Private,45.0,,118741 - 182674,[],118741,182674.0,[],150707.5,118741 - 182674,,45.0
data scientist,senior,,company_270,"Dallas, TX",7 days ago,"Woonsocket, RI, US",Healthcare,Public,300070.0,121370000000.0,76206 - 203204,"['git', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'azure']",76206,203204.0,"['git', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'azure']",139705.0,76206 - 203204,121370000000.0,300070.0
data scientist,senior,hybrid,company_115,"Bengaluru, Karnataka, India",a day ago,"Frankfurt am Main, HE, DE",Finance,Public,68430.0,,24205,"['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']",24205,24205.0,"['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']",24205.0,24205,,68430.0
data scientist,lead,,company_244,"Bengaluru, Karnataka, India",5 days ago,"New York, NY, US",Finance,Public,290770.0,350370000000.0,42738,"['sql', 'machine learning', 'tableau', 'python']",42738,42738.0,"['sql', 'machine learning', 'tableau', 'python']",42738.0,42738,350370000000.0,290770.0
data scientist,senior,,company_233,"San Diego, CA",4 days ago,"Reston, VA, US",Technology,Public,27440.0,,95583 - 172782,"['machine learning', 'python']",95583,172782.0,"['machine learning', 'python']",134182.5,95583 - 172782,,27440.0
data scientist,lead,on-site,company_962,"Stamford, CT",a month ago,"Stamford, CT, US",Technology,Public,3305.0,,138011 - 166416,['python'],138011,166416.0,['python'],152213.5,138011 - 166416,,3305.0
data scientist,senior,on-site,company_119,"Menlo Park, CA",a month ago,"West Menlo Park, CA, US",Finance,Public,3790.0,7940000000.0,184499 - 217378,[],184499,217378.0,[],200938.5,184499 - 217378,7940000000.0,3790.0
data scientist,senior,remote,company_038,"Stockholm, Stockholm County, Sweden",7 days ago,"Kista, SE",Technology,Public,131970.0,17110000000.0,52510,"['spark', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'keras', 'deep learning', 'tensorflow']",52510,52510.0,"['spark', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'keras', 'deep learning', 'tensorflow']",52510.0,52510,17110000000.0,131970.0
data scientist,senior,remote,company_964,"Herndon, VA",a day ago,"Westminster, CO, US",Technology,Public,2870.0,,123307 - 168973,"['pandas', 'numpy', 'aws', 'git', 'python', 'docker', 'linux', 'sklearn', 'machine learning', 'kubernetes', 'deep learning', 'azure', 'matplotlib']",123307,168973.0,"['pandas', 'numpy', 'aws', 'git', 'python', 'docker', 'linux', 'sklearn', 'machine learning', 'kubernetes', 'deep learning', 'azure', 'matplotlib']",146140.0,123307 - 168973,,2870.0
data scientist,senior,,company_610,"Chicago, IL",25 days ago,"Chicago, IL, US",Technology,Private,51230.0,,104727,"['java', 'machine learning', 'r', 'python']",104727,104727.0,"['java', 'machine learning', 'r', 'python']",104727.0,104727,,51230.0
data scientist,,remote,company_965,Fully Remote,13 days ago,"Bellevue, WA, US",Technology,Private,330.0,,87643,[],87643,87643.0,[],87643.0,87643,,330.0
data scientist,lead,hybrid,company_645,Hybrid,9 days ago,"Berkeley, CA, US",Technology,Private,180.0,,178100 - 205500,[],178100,205500.0,[],191800.0,178100 - 205500,,180.0
data scientist,senior,remote,company_966,"California, United States, Colorado, United States, Florida, United States, Georgia, United States, Illinois, United States, Massachusetts, United States, Nevada, United States, New Jersey, United States, New York, United States, North Carolina, United States, Oregon, United States, Pennsylvania, United States, South Carolina, United States, Texas, United States, Virginia, United States, Washington, United States",14 days ago,"San Francisco, CA, US",Finance,Private,240.0,,173535,[],173535,173535.0,[],173535.0,173535,,240.0
data scientist,senior,hybrid,company_967,Greater Bengaluru Area,15 days ago,"San Diego, CA, US",Technology,Private,950.0,,2739979,"['spark', 'aws', 'r', 'python', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure']",2739979,2739979.0,"['spark', 'aws', 'r', 'python', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure']",2739979.0,2739979,,950.0
data scientist,midlevel,hybrid,company_202,"Bengaluru, Karnataka, India",2 days ago,"Palo Alto, CA, US",Technology,Public,195020.0,18300000000.0,34805,"['numpy', 'spark', 'aws', 'python', 'neural network', 'database', 'machine learning', 'tensorflow']",34805,34805.0,"['numpy', 'spark', 'aws', 'python', 'neural network', 'database', 'machine learning', 'tensorflow']",34805.0,34805,18300000000.0,195020.0
data scientist,senior,remote,company_969,"San Jose, California, United States",8 days ago,"Purchase, NY, US",Healthcare,Public,4570.0,,155272 - 182672,[],155272,182672.0,[],168972.0,155272 - 182672,,4570.0
data scientist,junior,,company_343,"London, England, United Kingdom",2 days ago,"Edinburgh, GB",Finance,Public,60020.0,24630000000.0,59680,"['aws', 'machine learning', 'linux', 'python']",59680,59680.0,"['aws', 'machine learning', 'linux', 'python']",59680.0,59680,24630000000.0,60020.0
data scientist,senior,remote,company_337,"Reston, VA",7 days ago,"Fairfax, VA, US",Finance,Public,7290.0,,108442 - 184349,"['r', 'python', 'sql', 'machine learning', 'database', 'azure']",108442,184349.0,"['r', 'python', 'sql', 'machine learning', 'database', 'azure']",146395.5,108442 - 184349,,7290.0
data scientist,senior,,company_212,"Cincinnati, OH",22 days ago,"Boston, MA, US",Technology,Public,222490.0,,135178,"['aws', 'python', 'machine learning', 'azure', 'deep learning']",135178,135178.0,"['aws', 'python', 'machine learning', 'azure', 'deep learning']",135178.0,135178,,222490.0
data scientist,senior,,company_318,United States,2 months ago,"Dallas, TX, US",Technology,Public,55030.0,14560000000.0,100472,"['sql', 'machine learning', 'r', 'python']",100472,100472.0,"['sql', 'machine learning', 'r', 'python']",100472.0,100472,14560000000.0,55030.0
data scientist,midlevel,remote,company_421,Brazil,14 days ago,"Cheyenne, WY, US",Technology,,,,25211,"['sql', 'machine learning', 'python']",25211,25211.0,"['sql', 'machine learning', 'python']",25211.0,25211,,
data scientist,midlevel,,company_971,"Singapore, Singapore",7 days ago,"Singapore, SG",Technology,Private,3682.0,,83973,['machine learning'],83973,83973.0,['machine learning'],83973.0,83973,,3682.0
machine learning engineer,,on-site,company_403,"Boston, MA",6 days ago,"Boston, MA, US",Retail,Public,17030.0,,160750 - 170797,[],160750,170797.0,[],165773.5,160750 - 170797,,17030.0
data scientist,senior,remote,company_067,"San Francisco, CA, US",21 days ago,"San Francisco, CA, US",Technology,Public,5260.0,14300000000.0,306626,[],306626,306626.0,[],306626.0,306626,14300000000.0,5260.0
data scientist,senior,remote,company_974,"Toronto, Ontario, Canada",4 days ago,"Toronto, ON, CA",Technology,Public,2280.0,,45064 - 105142,"['sql', 'machine learning', 'python']",45064,105142.0,"['sql', 'machine learning', 'python']",75103.0,45064 - 105142,,2280.0
data scientist,senior,hybrid,company_975,"San Francisco, California, United States",12 days ago,"Miramar, FL, US",Technology,Private,15.0,,173539 - 210072,[],173539,210072.0,[],191805.5,173539 - 210072,,15.0
data scientist,senior,,company_895,"Colorado Springs, CO",2 months ago,"Centreville, VA, US",Technology,Public,16060.0,,79192 - 138558,"['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'amazon', 'r', 'python', 'scikit-learn', 'scipy', 'linux', 'java', 'machine learning', 'keras', 'deep learning', 'matplotlib', 'tensorflow']",79192,138558.0,"['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'amazon', 'r', 'python', 'scikit-learn', 'scipy', 'linux', 'java', 'machine learning', 'keras', 'deep learning', 'matplotlib', 'tensorflow']",108875.0,79192 - 138558,,16060.0
data scientist,senior,on-site,company_979,"Bengaluru, Karnataka, India",2 months ago,"Pune, MH, IN",Technology,Public,125010.0,,23903,"['spark', 'aws', 'r', 'python', 'sql', 'machine learning', 'database', 'hadoop', 'azure']",23903,23903.0,"['spark', 'aws', 'r', 'python', 'sql', 'machine learning', 'database', 'hadoop', 'azure']",23903.0,23903,,125010.0
machine learning engineer,,on-site,company_156,"Mountain View, California HQ",16 days ago,"Mountain View, CA, US",Technology,Private,900.0,8100000000.0,126250 - 189589,[],126250,189589.0,[],157919.5,126250 - 189589,8100000000.0,900.0
data scientist,senior,hybrid,company_003,"Bentonville, AR",18 days ago,"Bentonville, AR, US",Retail,Public,352440000000.0,,82200 - 164400,"['spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']",82200,164400.0,"['spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']",123300.0,82200 - 164400,,352440000000.0
data scientist,lead,,company_980,"Bengaluru, Karnataka, India",a month ago,"Minneapolis, MN, US",Retail,Public,409060.0,66940000000.0,31966 - 58197,"['spark', 'r', 'python', 'scala', 'java', 'sql', 'hadoop', 'machine learning']",31966,58197.0,"['spark', 'r', 'python', 'scala', 'java', 'sql', 'hadoop', 'machine learning']",45081.5,31966 - 58197,66940000000.0,409060.0
data scientist,midlevel,hybrid,company_983,"Annapolis Junction, MD",17 days ago,"McLean, VA, US",Technology,Public,27060.0,,70878 - 160749,"['linux', 'machine learning', 'r', 'python']",70878,160749.0,"['linux', 'machine learning', 'r', 'python']",115813.5,70878 - 160749,,27060.0
data scientist,senior,hybrid,company_357,"Hyderabad, Telangana, India",14 days ago,"Basking Ridge, NJ, US",Technology,Public,132070.0,142280000000.0,22839,"['aws', 'r', 'python', 'sql', 'gcp', 'machine learning', 'tableau']",22839,22839.0,"['aws', 'r', 'python', 'sql', 'gcp', 'machine learning', 'tableau']",22839.0,22839,142280000000.0,132070.0
data scientist,junior,,company_014,"Berkeley, CA",2 months ago,"Berkeley, CA, US",Education,,17441.0,,99741 - 189795,['machine learning'],99741,189795.0,['machine learning'],144768.0,99741 - 189795,,17441.0
data scientist,midlevel,remote,company_421,"Santo Domingo, Dominican Republic",14 days ago,"Cheyenne, WY, US",Technology,,,,25216,"['sql', 'machine learning', 'python']",25216,25216.0,"['sql', 'machine learning', 'python']",25216.0,25216,,
data scientist,junior,,company_985,"Madrid, Community of Madrid, Spain",5 days ago,"Chicago, IL, US",Finance,Private,312040.0,,28045,"['python', 'docker', 'kubernetes', 'machine learning', 'azure', 'deep learning']",28045,28045.0,"['python', 'docker', 'kubernetes', 'machine learning', 'azure', 'deep learning']",28045.0,28045,,312040.0
data scientist,senior,remote,company_647,"India, Hyderabad",20 days ago,"London, GB",Technology,Private,900.0,,39023,[],39023,39023.0,[],39023.0,39023,,900.0
data scientist,senior,on-site,company_316,"Gurgaon, Haryana, India",8 days ago,"Eden Prairie, MN, US",Healthcare,Public,37950.0,,29801 - 32905,"['python', 'machine learning', 'gcp', 'azure', 'deep learning', 'tensorflow']",29801,32905.0,"['python', 'machine learning', 'gcp', 'azure', 'deep learning', 'tensorflow']",31353.0,29801 - 32905,,37950.0
data scientist,lead,on-site,company_844,"San Diego, CA",3 days ago,"Mountain View, CA, US",Technology,Public,17070.0,94690000000.0,145221,"['r', 'python', 'sql', 'machine learning', 'tableau']",145221,145221.0,"['r', 'python', 'sql', 'machine learning', 'tableau']",145221.0,145221,94690000000.0,17070.0
data scientist,lead,remote,company_338,"Cambridge, MA",7 days ago,"Paris, FR",Healthcare,Public,75470.0,99860000000.0,149787,"['pytorch', 'r', 'python', 'machine learning', 'tensorflow']",149787,149787.0,"['pytorch', 'r', 'python', 'machine learning', 'tensorflow']",149787.0,149787,99860000000.0,75470.0
data scientist,senior,on-site,company_816,"San Francisco, CA",2 months ago,"San Francisco, CA, US",Retail,Public,117010.0,,159293 - 211170,"['spark', 'sql', 'azure', 'python']",159293,211170.0,"['spark', 'sql', 'azure', 'python']",185231.5,159293 - 211170,,117010.0
data scientist,senior,on-site,company_096,"New York, New York, United States",23 days ago,"San Francisco, CA, US",Finance,Private,950.0,11680000000.0,175364 - 219204,[],175364,219204.0,[],197284.0,175364 - 219204,11680000000.0,950.0
data scientist,senior,on-site,company_917,"Mountain View, CA",4 days ago,"Mountain View, CA, US",Technology,Public,258760.0,1140000000000.0,151616 - 222855,"['sql', 'r', 'python']",151616,222855.0,"['sql', 'r', 'python']",187235.5,151616 - 222855,1140000000000.0,258760.0
data scientist,senior,on-site,company_003,"Bellevue, WA",16 days ago,"Bentonville, AR, US",Retail,Public,352440000000.0,,142483 - 284961,"['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'azure', 'tensorflow']",142483,284961.0,"['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'azure', 'tensorflow']",213722.0,142483 - 284961,,352440000000.0
data scientist,senior,on-site,company_849,"Whitehouse Station, NJ",3 months ago,"Readington Township, NJ, US",Finance,Public,29400.0,,96818 - 165318,"['database', 'sql', 'machine learning', 'python']",96818,165318.0,"['database', 'sql', 'machine learning', 'python']",131068.0,96818 - 165318,,29400.0
data scientist,midlevel,,company_055,"Cary, NC",19 days ago,"Zürich, ZH, CH",Technology,Public,97300.0,55340000000.0,37995 - 64591,[],37995,64591.0,[],51293.0,37995 - 64591,55340000000.0,97300.0
machine learning engineer,,hybrid,company_403,"Boston, MA",22 days ago,"Boston, MA, US",Retail,Public,17020.0,,160748 - 170795,[],160748,170795.0,[],165771.5,160748 - 170795,,17020.0
data scientist,lead,,company_366,"Hyderabad, Telangana, India",7 days ago,"Columbia, MD, US",Technology,Private,180.0,,19780,"['aws', 'r', 'python', 'sql', 'machine learning', 'azure', 'tableau']",19780,19780.0,"['aws', 'r', 'python', 'sql', 'machine learning', 'azure', 'tableau']",19780.0,19780,,180.0
machine learning engineer,senior,,company_941,"Bengaluru, Karnataka, India",14 days ago,"Dublin, IE",Technology,Public,492235.0,153050000000.0,10524 - 26185,"['sql', 'python']",10524,26185.0,"['sql', 'python']",18354.5,10524 - 26185,153050000000.0,492235.0
data scientist,,hybrid,company_081,"Toronto, Canada",7 days ago,"San Francisco, CA, US",Technology,Public,5010.0,4670000000.0,98640 - 123300,[],98640,123300.0,[],110970.0,98640 - 123300,4670000000.0,5010.0
data scientist,senior,,company_844,"Plano, TX",8 days ago,"Mountain View, CA, US",Technology,Public,17020.0,94390000000.0,168969,"['spark', 'r', 'python', 'sql', 'tableau']",168969,168969.0,"['spark', 'r', 'python', 'sql', 'tableau']",168969.0,168969,94390000000.0,17020.0
data scientist,senior,on-site,company_917,"Mountain View, CA",5 days ago,"Mountain View, CA, US",Technology,Public,258800.0,1290000000000.0,128780 - 184493,"['sql', 'r', 'python']",128780,184493.0,"['sql', 'r', 'python']",156636.5,128780 - 184493,1290000000000.0,258800.0
data scientist,lead,hybrid,company_667,"Mountain View, CA, US",9 days ago,"Mountain View, CA, US",Technology,Private,2760.0,,251171,[],251171,251171.0,[],251171.0,251171,,2760.0
data scientist,senior,remote,company_421,"Lima, Peru",5 days ago,"Cheyenne, WY, US",Technology,,,,7679,"['pandas', 'numpy', 'python', 'sklearn', 'machine learning', 'matplotlib']",7679,7679.0,"['pandas', 'numpy', 'python', 'sklearn', 'machine learning', 'matplotlib']",7679.0,7679,,
data scientist,senior,remote,company_848,"East Hanover, NJ",14 days ago,"Basel, BS, CH",Healthcare,Public,107690.0,160950000000.0,104122 - 192715,"['gcp', 'database']",104122,192715.0,"['gcp', 'database']",148418.5,104122 - 192715,160950000000.0,107690.0
data scientist,senior,,company_844,"Mountain View, CA",a month ago,"Mountain View, CA, US",Technology,Public,17020.0,94640000000.0,173539,"['sql', 'machine learning', 'r', 'python']",173539,173539.0,"['sql', 'machine learning', 'r', 'python']",173539.0,173539,94640000000.0,17020.0
data scientist,lead,on-site,company_235,"Colorado Springs, CO",8 days ago,"San Antonio, TX, US",Finance,Private,33020.0,,150503 - 287666,"['r', 'python', 'sql', 'database', 'machine learning']",150503,287666.0,"['r', 'python', 'sql', 'database', 'machine learning']",219084.5,150503 - 287666,,33020.0
data scientist,senior,,company_270,"Albany, NY",2 months ago,"Woonsocket, RI, US",Healthcare,Public,300060.0,121220000000.0,131709 - 263411,"['aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']",131709,263411.0,"['aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']",197560.0,131709 - 263411,121220000000.0,300060.0
data scientist,senior,,company_233,"McLean, VA",2 months ago,"Reston, VA, US",Technology,Public,27450.0,,115177 - 208199,"['pandas', 'numpy', 'r', 'python', 'sql', 'tableau']",115177,208199.0,"['pandas', 'numpy', 'r', 'python', 'sql', 'tableau']",161688.0,115177 - 208199,,27450.0
data scientist,lead,,company_872,"Boise, ID",a month ago,"Atlanta, GA, US",Finance,Public,11060.0,18580000000.0,100474,"['pandas', 'numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']",100474,100474.0,"['pandas', 'numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']",100474.0,100474,18580000000.0,11060.0
data scientist,senior,hybrid,company_115,"Bengaluru, Karnataka, India",7 days ago,"Frankfurt am Main, HE, DE",Finance,Public,68420.0,,24200,"['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']",24200,24200.0,"['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']",24200.0,24200,,68420.0
data scientist,senior,hybrid,company_316,"Dublin, County Dublin, Ireland",14 days ago,"Eden Prairie, MN, US",Healthcare,Public,37950.0,,67973 - 93598,"['git', 'r', 'python', 'hadoop', 'deep learning', 'keras', 'azure', 'tensorflow']",67973,93598.0,"['git', 'r', 'python', 'hadoop', 'deep learning', 'keras', 'azure', 'tensorflow']",80785.5,67973 - 93598,,37950.0
data scientist,senior,on-site,company_917,"Mountain View, CA",a month ago,"Mountain View, CA, US",Technology,Public,258810.0,1440000000000.0,207333 - 292272,"['sql', 'r', 'python']",207333,292272.0,"['sql', 'r', 'python']",249802.5,207333 - 292272,1440000000000.0,258810.0
data scientist,senior,remote,company_967,"Gurugram, Haryana, India",7 days ago,"San Diego, CA, US",Technology,Private,950.0,,24358,"['scikit-learn', 'python', 'airflow', 'sql', 'machine learning']",24358,24358.0,"['scikit-learn', 'python', 'airflow', 'sql', 'machine learning']",24358.0,24358,,950.0
data scientist,senior,,company_678,"Fort Meade, MD",8 days ago,"Herndon, VA, US",Technology,Private,5010.0,,133347 - 213720,['tableau'],133347,213720.0,['tableau'],173533.5,133347 - 213720,,5010.0
data scientist,senior,,company_366,"Hyderabad, Telangana, India",a month ago,"Columbia, MD, US",Technology,Private,180.0,,19777,"['pytorch', 'aws', 'python', 'docker', 'gcp', 'kubernetes', 'azure', 'tensorflow']",19777,19777.0,"['pytorch', 'aws', 'python', 'docker', 'gcp', 'kubernetes', 'azure', 'tensorflow']",19777.0,19777,,180.0
