job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,min_salary,max_salary,skills_list,avg_salary,salary_clean,revenue_numeric,company_size_numeric
data scientist,senior,hybrid,company_340,"San Jose, CA",2 months ago,"New York, NY, US",Technology,Private,750.0,,112800 - 194405,"['sql', 'machine learning', 'r', 'python']",112800,194405.0,"['sql', 'machine learning', 'r', 'python']",153602.5,112800 - 194405,,750.0
data scientist,,on-site,company_341,On-site,13 days ago,"San Francisco, CA, US",Technology,Private,600.0,13850000000.0,127868 - 143851,[],127868,143851.0,[],135859.5,127868 - 143851,13850000000.0,600.0
data scientist,senior,,company_343,"Edinburgh, Scotland, United Kingdom",a day ago,"Edinburgh, GB",Finance,Public,60010.0,24780000000.0,59677,"['machine learning', 'python']",59677,59677.0,"['machine learning', 'python']",59677.0,59677,24780000000.0,60010.0
data scientist,senior,on-site,company_201,"Milwaukee, WI",8 days ago,"Deerfield, IL, US",Healthcare,Public,48050.0,25160000000.0,102300 - 140660,"['spark', 'python', 'scala', 'machine learning', 'database', 'azure', 'tableau']",102300,140660.0,"['spark', 'python', 'scala', 'machine learning', 'database', 'azure', 'tableau']",121480.0,102300 - 140660,25160000000.0,48050.0
data scientist,midlevel,on-site,company_352,"Pune, Maharashtra, India",3 months ago,"Evanston, IL, US",Technology,Private,12090.0,,13173,"['amazon', 'r', 'python', 'java', 'database', 'hadoop', 'machine learning']",13173,13173.0,"['amazon', 'r', 'python', 'java', 'database', 'hadoop', 'machine learning']",13173.0,13173,,12090.0
data scientist,senior,remote,company_353,Fully Remote,2 months ago,"Washington, US",Technology,Private,351.0,,164400,[],164400,164400.0,[],164400.0,164400,,351.0
data scientist,senior,on-site,company_355,"Seattle, WA",a month ago,"San Francisco, CA, US",Technology,Public,65870.0,130590000000.0,125223 - 216007,"['sql', 'r', 'python']",125223,216007.0,"['sql', 'r', 'python']",170615.0,125223 - 216007,130590000000.0,65870.0
data scientist,senior,on-site,company_184,"Johns Creek, GA",6 days ago,"New York, NY, US",Retail,Public,130020.0,5180000000.0,137000,['machine learning'],137000,137000.0,['machine learning'],137000.0,137000,5180000000.0,130020.0
data scientist,senior,hybrid,company_357,"Basking Ridge, NJ",8 days ago,"Basking Ridge, NJ, US",Technology,Public,132060.0,142230000000.0,92254,"['python', 'sql', 'machine learning', 'database', 'hadoop', 'deep learning']",92254,92254.0,"['python', 'sql', 'machine learning', 'database', 'hadoop', 'deep learning']",92254.0,92254,142230000000.0,132060.0
data scientist,senior,,company_360,"Itanagar, Arunachal Pradesh, India",2 months ago,"Mumbai, MH, IN",Finance,Private,78060.0,,12924,"['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'git', 'scikit-learn', 'python', 'docker', 'scipy', 'hadoop', 'machine learning', 'database', 'keras', 'deep learning', 'matplotlib', 'tensorflow']",12924,12924.0,"['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'git', 'scikit-learn', 'python', 'docker', 'scipy', 'hadoop', 'machine learning', 'database', 'keras', 'deep learning', 'matplotlib', 'tensorflow']",12924.0,12924,,78060.0
data scientist,senior,remote,company_362,Fully Remote,16 days ago,"San Francisco, CA, US",Technology,Private,1890.0,9480000000.0,198198 - 277565,[],198198,277565.0,[],237881.5,198198 - 277565,9480000000.0,1890.0
data scientist,senior,on-site,company_031,"New Brunswick, NJ",a day ago,"New Brunswick, NJ, US",Healthcare,Public,128860.0,412870000000.0,97046 - 131295,"['aws', 'powerbi', 'r', 'python', 'airflow', 'machine learning', 'azure', 'tableau']",97046,131295.0,"['aws', 'powerbi', 'r', 'python', 'airflow', 'machine learning', 'azure', 'tableau']",114170.5,97046 - 131295,412870000000.0,128860.0
data scientist,senior,on-site,company_363,"Bellevue, WA",23 days ago,"New York, NY, US",Technology,Public,24320.0,,109328 - 203035,"['pytorch', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'tensorflow']",109328,203035.0,"['pytorch', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'tensorflow']",156181.5,109328 - 203035,,24320.0
data scientist,lead,on-site,company_235,"Phoenix, AZ",15 days ago,"San Antonio, TX, US",Finance,Private,33050.0,,137000,"['spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']",137000,137000.0,"['spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']",137000.0,137000,,33050.0
data scientist,senior,,company_365,"McLean, VA",2 months ago,"Annapolis Junction, MD, US",Technology,Private,420.0,,72666 - 159901,"['database', 'machine learning', 'python']",72666,159901.0,"['database', 'machine learning', 'python']",116283.5,72666 - 159901,,420.0
data scientist,lead,,company_366,"Columbia, MD",14 days ago,"Columbia, MD, US",Technology,Private,180.0,,100472 - 146138,"['pytorch', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'scala', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']",100472,146138.0,"['pytorch', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'scala', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']",123305.0,100472 - 146138,,180.0
data scientist,senior,on-site,company_367,On-site,a month ago,"New York, NY, US",Technology,Private,420.0,,144307 - 167140,[],144307,167140.0,[],155723.5,144307 - 167140,,420.0
data scientist,senior,,company_185,"Utah, United States",15 days ago,"Falls Church, VA, US",Technology,Public,97070.0,75200000000.0,125495 - 188149,"['aws', 'gcp', 'azure']",125495,188149.0,"['aws', 'gcp', 'azure']",156822.0,125495 - 188149,75200000000.0,97070.0
machine learning engineer,senior,,company_371,"South San Francisco, CA",7 days ago,"South San Francisco, CA, US",Healthcare,Private,250.0,,190891 - 212811,"['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",190891,212811.0,"['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",201851.0,190891 - 212811,,250.0
data scientist,senior,hybrid,company_146,"Kitchener-Waterloo, ON",11 days ago,"San Francisco, CA, US",Finance,Private,780.0,11850000000.0,153447 - 210986,[],153447,210986.0,[],182216.5,153447 - 210986,11850000000.0,780.0
machine learning engineer,senior,on-site,company_178,"Torrance, CA",15 days ago,"Torrance, CA, US",Technology,Public,10100.0,36690000000.0,63941,"['java', 'machine learning', 'r', 'python']",63941,63941.0,"['java', 'machine learning', 'r', 'python']",63941.0,63941,36690000000.0,10100.0
data scientist,,remote,company_112,Fully Remote,4 days ago,"San Francisco, CA, US",Technology,Private,420.0,4850000000.0,213594,[],213594,213594.0,[],213594.0,213594,4850000000.0,420.0
machine learning engineer,lead,,company_326,,a year ago,"Mumbai, MH, IN",Technology,Private,910.0,7660000000.0,44202,[],44202,44202.0,[],44202.0,44202,7660000000.0,910.0
data scientist,senior,hybrid,company_382,Greater Chicago Area,a month ago,"Chicago, IL, US",Finance,Private,660.0,2029999999.9999998,73068 - 91335,"['aws', 'python', 'sql', 'machine learning', 'deep learning']",73068,91335.0,"['aws', 'python', 'sql', 'machine learning', 'deep learning']",82201.5,73068 - 91335,2029999999.9999998,660.0
data scientist,,on-site,company_383,"Barcelona, Spain",2 months ago,"Milano, IT",Technology,Private,3800.0,,46528 - 76222,[],46528,76222.0,[],61375.0,46528 - 76222,,3800.0
data scientist,senior,on-site,company_071,"Cambridge, MA",5 days ago,"Cambridge, MA, US",Technology,Public,9020.0,,9140,"['r', 'python', 'sql', 'hadoop', 'machine learning']",9140,9140.0,"['r', 'python', 'sql', 'hadoop', 'machine learning']",9140.0,9140,,9020.0
data scientist,senior,on-site,company_384,"Normal, IL",15 days ago,"Irvine, CA, US",Technology,Public,3780.0,25210000000.0,147050 - 196370,"['sql', 'r', 'python']",147050,196370.0,"['sql', 'r', 'python']",171710.0,147050 - 196370,25210000000.0,3780.0
machine learning engineer,,hybrid,company_387,"Sunnyvale, CA",a day ago,"San Francisco, CA, US",Technology,Private,900.0,8620000000.0,144491,[],144491,144491.0,[],144491.0,144491,8620000000.0,900.0
data scientist,senior,remote,company_176,Fully Remote,11 days ago,"Mountain View, CA, US",Technology,Public,2780.0,,146050 - 230989,[],146050,230989.0,[],188519.5,146050 - 230989,,2780.0
data scientist,senior,on-site,company_389,"Menlo Park, CA",3 months ago,"Bozeman, MT, US",Technology,Public,3760.0,37490000000.0,181756 - 258932,['python'],181756,258932.0,['python'],220344.0,181756 - 258932,37490000000.0,3760.0
data scientist,senior,remote,company_391,Fully Remote,7 days ago,"Greenbelt, MD, US",Technology,Private,270.0,,132438 - 159838,[],132438,159838.0,[],146138.0,132438 - 159838,,270.0
data scientist,senior,on-site,company_392,"Cincinnati, OH",a month ago,"Jacksonville, FL, US",Finance,Public,62010.0,35070000000.0,157017 - 263794,"['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']",157017,263794.0,"['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']",210405.5,157017 - 263794,35070000000.0,62010.0
data scientist,midlevel,on-site,company_395,"McLean, VA",6 days ago,"McLean, VA, US",Retail,Public,55120.0,36180000000.0,121479 - 138650,"['spark', 'aws', 'r', 'python', 'scala', 'sql', 'database', 'machine learning']",121479,138650.0,"['spark', 'aws', 'r', 'python', 'scala', 'sql', 'database', 'machine learning']",130064.5,121479 - 138650,36180000000.0,55120.0
data scientist,senior,on-site,company_316,"Dublin, County Dublin, Ireland",15 days ago,"Eden Prairie, MN, US",Healthcare,Public,37970.0,,57318,"['machine learning', 'r', 'python']",57318,57318.0,"['machine learning', 'r', 'python']",57318.0,57318,,37970.0
data scientist,senior,on-site,company_367,On-site,a month ago,"New York, NY, US",Technology,Private,420.0,,216463 - 242949,[],216463,242949.0,[],229706.0,216463 - 242949,,420.0
data scientist,,hybrid,company_403,"Boston, MA",5 days ago,"Boston, MA, US",Retail,Public,17010.0,,130609 - 140656,[],130609,140656.0,[],135632.5,130609 - 140656,,17010.0
data scientist,senior,,company_404,United States,10 days ago,"Northbrook, IL, US",Technology,Public,8270.0,31370000000.0,87412 - 139463,"['aws', 'r', 'python', 'linux', 'sql', 'machine learning', 'deep learning', 'azure']",87412,139463.0,"['aws', 'r', 'python', 'linux', 'sql', 'machine learning', 'deep learning', 'azure']",113437.5,87412 - 139463,31370000000.0,8270.0
data scientist,senior,remote,company_337,"Arlington, VA",a month ago,"Fairfax, VA, US",Finance,Public,7290.0,,89623 - 152356,"['r', 'python', 'sql', 'machine learning', 'database', 'deep learning']",89623,152356.0,"['r', 'python', 'sql', 'machine learning', 'database', 'deep learning']",120989.5,89623 - 152356,,7290.0
machine learning engineer,midlevel,on-site,company_336,"New York, NY",14 days ago,"South San Francisco, CA, US",Technology,Private,14060.0,,128871 - 239383,"['deep learning', 'machine learning', 'r', 'python']",128871,239383.0,"['deep learning', 'machine learning', 'r', 'python']",184127.0,128871 - 239383,,14060.0
data scientist,senior,on-site,company_410,On-site,4 months ago,"San Francisco, CA, US",Technology,Private,320.0,,28130,[],28130,28130.0,[],28130.0,28130,,320.0
data scientist,midlevel,on-site,company_411,"San Francisco, CA",15 days ago,"Santa Monica, CA, US",Technology,Public,9770.0,,130667 - 241897,"['spark', 'aws', 'python', 'airflow', 'sql', 'gcp', 'machine learning']",130667,241897.0,"['spark', 'aws', 'python', 'airflow', 'sql', 'gcp', 'machine learning']",186282.0,130667 - 241897,,9770.0
data scientist,senior,on-site,company_412,"Atlanta, GA",a month ago,"Minneapolis, MN, US",Finance,Private,1280.0,,67682 - 101475,"['pandas', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'gcp', 'azure', 'matplotlib']",67682,101475.0,"['pandas', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'gcp', 'azure', 'matplotlib']",84578.5,67682 - 101475,,1280.0
data scientist,senior,hybrid,company_414,"London, England, United Kingdom",15 days ago,"Newton, MA, US",Technology,Public,351.0,,91337 - 137003,"['sql', 'aws', 'r', 'python']",91337,137003.0,"['sql', 'aws', 'r', 'python']",114170.0,91337 - 137003,,351.0
data scientist,senior,hybrid,company_417,"Bengaluru, Karnataka, India",a month ago,"San Jose, CA, US",Technology,Public,98130.0,167140000000.0,32665,"['pandas', 'numpy', 'pytorch', 'aws', 'r', 'python', 'scikit-learn', 'scipy', 'sql', 'machine learning', 'deep learning', 'keras', 'azure', 'matplotlib', 'tensorflow', 'tableau']",32665,32665.0,"['pandas', 'numpy', 'pytorch', 'aws', 'r', 'python', 'scikit-learn', 'scipy', 'sql', 'machine learning', 'deep learning', 'keras', 'azure', 'matplotlib', 'tensorflow', 'tableau']",32665.0,32665,167140000000.0,98130.0
data scientist,senior,remote,company_418,"Washington, United States",7 days ago,"Seattle, WA, US",Finance,,2810.0,,88967 - 166051,"['tableau', 'sql', 'r', 'python']",88967,166051.0,"['tableau', 'sql', 'r', 'python']",127509.0,88967 - 166051,,2810.0
data scientist,midlevel,remote,company_421,Mexico City Metropolitan Area,15 days ago,"Cheyenne, WY, US",Technology,,,,25212,"['sql', 'machine learning', 'python']",25212,25212.0,"['sql', 'machine learning', 'python']",25212.0,25212,,
data scientist,senior,,company_422,"Englewood, CO",a month ago,"Englewood, CO, US",Technology,Public,2520.0,,105439,"['sql', 'r', 'python']",105439,105439.0,"['sql', 'r', 'python']",105439.0,105439,,2520.0
data scientist,senior,hybrid,company_423,"New York, NY",a month ago,"New York, NY, US",Technology,Private,500.0,,118741 - 137008,[],118741,137008.0,[],127874.5,118741 - 137008,,500.0
data scientist,senior,remote,company_425,"Madrid, Community of Madrid, Spain",25 days ago,"Amsterdam, NH, NL",Technology,Private,5560.0,,55995,"['spark', 'aws', 'powerbi', 'r', 'python', 'docker', 'linux', 'sql', 'azure', 'tableau']",55995,55995.0,"['spark', 'aws', 'powerbi', 'r', 'python', 'docker', 'linux', 'sql', 'azure', 'tableau']",55995.0,55995,,5560.0
data scientist,lead,hybrid,company_426,"Palo Alto, CA",2 months ago,"Palo Alto, CA, US",Technology,Private,126.0,,186327 - 261220,[],186327,261220.0,[],223773.5,186327 - 261220,,126.0
data scientist,senior,hybrid,company_428,"Seattle, WA",4 days ago,"San Francisco, CA, US",Technology,Private,45.0,,210073 - 251172,"['sql', 'python']",210073,251172.0,"['sql', 'python']",230622.5,210073 - 251172,,45.0
data scientist,,hybrid,company_433,Hybrid,a month ago,"Toronto, ON, CA",Technology,Private,56.0,,36542 - 54809,[],36542,54809.0,[],45675.5,36542 - 54809,,56.0
data scientist,senior,on-site,company_435,"Toronto, Ontario, Canada",5 days ago,"Toronto, ON, CA",Finance,Private,45050.0,,94256 - 175359,"['machine learning', 'python']",94256,175359.0,"['machine learning', 'python']",134807.5,94256 - 175359,,45050.0
data scientist,senior,,company_069,United States,5 days ago,"Chicago, IL, US",Technology,Private,210.0,,87407,"['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']",87407,87407.0,"['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']",87407.0,87407,,210.0
data scientist,,on-site,company_438,"New York City, New York, United States",2 months ago,"San Francisco, CA, US",Technology,Private,150.0,,154356,[],154356,154356.0,[],154356.0,154356,,150.0
data scientist,senior,,company_440,"Lexington, MA",a month ago,"London, GB",Technology,Public,1800.0,,109604,"['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']",109604,109604.0,"['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']",109604.0,109604,,1800.0
data scientist,lead,,company_449,"New York, United States",6 days ago,"New York, NY, US",Technology,Private,1020.0,,141571 - 164405,"['tableau', 'sql', 'r', 'python']",141571,164405.0,"['tableau', 'sql', 'r', 'python']",152988.0,141571 - 164405,,1020.0
data scientist,senior,on-site,company_450,"Fort George G Meade, Maryland, United States",3 months ago,"Catonsville, MD, US",Technology,Private,45.0,,89511 - 196370,[],89511,196370.0,[],142940.5,89511 - 196370,,45.0
data scientist,midlevel,remote,company_421,"So Paulo, So Paulo, Brazil",14 days ago,"Cheyenne, WY, US",Technology,,,,25214,"['sql', 'machine learning', 'python']",25214,25214.0,"['sql', 'machine learning', 'python']",25214.0,25214,,
data scientist,midlevel,on-site,company_456,"Sacramento, CA",19 days ago,"Sacramento, CA, US",Healthcare,,55010.0,,115891 - 172882,[],115891,172882.0,[],144386.5,115891 - 172882,,55010.0
data scientist,senior,,company_457,"New York, United States",5 days ago,"Minneapolis, MN, US",Technology,Private,420.0,,68504 - 84944,"['git', 'r', 'python', 'docker', 'sql', 'machine learning']",68504,84944.0,"['git', 'r', 'python', 'docker', 'sql', 'machine learning']",76724.0,68504 - 84944,,420.0
data scientist,midlevel,on-site,company_460,"Bellevue, WA",a month ago,"Dania Beach, FL, US",Retail,Public,7100.0,,122847 - 196370,"['aws', 'git', 'python', 'sql', 'machine learning']",122847,196370.0,"['aws', 'git', 'python', 'sql', 'machine learning']",159608.5,122847 - 196370,,7100.0
data scientist,senior,on-site,company_211,"Bengaluru, Karnataka, India",3 months ago,"Amsterdam, NH, NL",Healthcare,Public,82030.0,,27524,"['pytorch', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'tensorflow']",27524,27524.0,"['pytorch', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'tensorflow']",27524.0,27524,,82030.0
data scientist,senior,on-site,company_438,"New York City, New York, United States",23 days ago,"San Francisco, CA, US",Technology,Private,150.0,,151203,[],151203,151203.0,[],151203.0,151203,,150.0
data scientist,lead,hybrid,company_461,"Bengaluru, Karnataka, India",a month ago,"Toronto, ON, CA",Finance,Private,7030.0,,14064,"['aws', 'machine learning', 'gcp', 'azure', 'deep learning']",14064,14064.0,"['aws', 'machine learning', 'gcp', 'azure', 'deep learning']",14064.0,14064,,7030.0
machine learning engineer,senior,on-site,company_465,"Washington, DC",14 days ago,"San Francisco, CA, US",Technology,Private,3570.0,,120104 - 200112,"['deep learning', 'aws', 'machine learning', 'python']",120104,200112.0,"['deep learning', 'aws', 'machine learning', 'python']",160108.0,120104 - 200112,,3570.0
machine learning engineer,midlevel,on-site,company_025,"Jersey City, NJ",12 days ago,"Teaneck, NJ, US",Technology,Public,309170.0,,146134 - 164401,"['aws', 'gcp', 'azure']",146134,164401.0,"['aws', 'gcp', 'azure']",155267.5,146134 - 164401,,309170.0
data scientist,senior,,company_468,"Los Alamos, NM",14 days ago,"Los Alamos, NM, US",Energy,,12802.0,,114354 - 192992,"['git', 'r', 'python', 'sql', 'machine learning', 'database', 'deep learning']",114354,192992.0,"['git', 'r', 'python', 'sql', 'machine learning', 'database', 'deep learning']",153673.0,114354 - 192992,,12802.0
,midlevel,,company_470,"Austin, TX",4 months ago,"Austin, TX, US",Education,,16011.0,,68505,"['linux', 'python']",68505,68505.0,"['linux', 'python']",68505.0,68505,,16011.0
data scientist,senior,on-site,company_474,"Irvine, CA",6 days ago,US,Technology,Private,5540.0,,92252 - 170573,"['amazon', 'pytorch', 'aws', 'python', 'java', 'machine learning', 'deep learning', 'keras', 'azure', 'tensorflow']",92252,170573.0,"['amazon', 'pytorch', 'aws', 'python', 'java', 'machine learning', 'deep learning', 'keras', 'azure', 'tensorflow']",131412.5,92252 - 170573,,5540.0
data scientist,senior,remote,company_475,"Brisbane, CA",19 days ago,"South San Francisco, CA, US",Healthcare,Public,660.0,,164408 - 211900,"['pandas', 'numpy', 'git', 'r', 'python', 'scikit-learn', 'machine learning', 'matplotlib']",164408,211900.0,"['pandas', 'numpy', 'git', 'r', 'python', 'scikit-learn', 'machine learning', 'matplotlib']",188154.0,164408 - 211900,,660.0
data scientist,,on-site,company_477,"Mountain View, California, United States",5 months ago,"Mountain View, CA, US",Technology,Private,310.0,,187241,[],187241,187241.0,[],187241.0,187241,,310.0
machine learning engineer,senior,,company_142,"New York, NY",a year ago,"Cambridge, MA, US",Technology,,,,146141 - 255740,"['pytorch', 'machine learning']",146141,255740.0,"['pytorch', 'machine learning']",200940.5,146141 - 255740,,
data scientist,midlevel,hybrid,company_480,"Kansas City, KS",a month ago,"Kansas City, KS, US",Healthcare,,4104.0,,75814 - 119654,"['pytorch', 'r', 'python', 'machine learning', 'deep learning', 'tensorflow']",75814,119654.0,"['pytorch', 'r', 'python', 'machine learning', 'deep learning', 'tensorflow']",97734.0,75814 - 119654,,4104.0
data scientist,senior,on-site,company_482,"Boston, MA",22 days ago,"Boston, MA, US",Finance,Private,45070.0,,109600,"['deep learning', 'machine learning']",109600,109600.0,"['deep learning', 'machine learning']",109600.0,109600,,45070.0
data scientist,senior,hybrid,company_340,"San Jose, CA",2 months ago,"New York, NY, US",Technology,Private,750.0,,112803 - 194408,"['sql', 'machine learning', 'r', 'python']",112803,194408.0,"['sql', 'machine learning', 'r', 'python']",153605.5,112803 - 194408,,750.0
data scientist,junior,on-site,company_484,"San Diego, CA",7 days ago,"San Diego, CA, US",Technology,Private,1050.0,,81294 - 109607,"['sql', 'machine learning', 'tableau']",81294,109607.0,"['sql', 'machine learning', 'tableau']",95450.5,81294 - 109607,,1050.0
data scientist,senior,remote,company_485,United States,14 days ago,"Eden Prairie, MN, US",Technology,Private,550.0,,127869 - 164402,"['pytorch', 'scikit-learn', 'python', 'java', 'machine learning', 'tensorflow']",127869,164402.0,"['pytorch', 'scikit-learn', 'python', 'java', 'machine learning', 'tensorflow']",146135.5,127869 - 164402,,550.0
data scientist,senior,,company_486,"Bengaluru, Karnataka, India",a month ago,"San Jose, CA, US",Technology,Private,1800.0,,19988,"['pytorch', 'aws', 'python', 'docker', 'gcp', 'kubernetes', 'azure']",19988,19988.0,"['pytorch', 'aws', 'python', 'docker', 'gcp', 'kubernetes', 'azure']",19988.0,19988,,1800.0
data scientist,senior,hybrid,company_313,"Toronto, Ontario, Canada",7 days ago,"London, GB",Finance,Public,29480.0,,73457,"['machine learning', 'python']",73457,73457.0,"['machine learning', 'python']",73457.0,73457,,29480.0
data scientist,senior,,company_488,"Boston, MA",25 days ago,"Boston, MA, US",Healthcare,,4310.0,,138543 - 173111,"['r', 'python', 'sql', 'machine learning', 'tableau']",138543,173111.0,"['r', 'python', 'sql', 'machine learning', 'tableau']",155827.0,138543 - 173111,,4310.0
data scientist,junior,hybrid,company_490,"Overland Park, KS",3 days ago,"Bellevue, WA, US",Technology,Public,83550.0,,78825 - 142210,"['sql', 'machine learning', 'r', 'python']",78825,142210.0,"['sql', 'machine learning', 'r', 'python']",110517.5,78825 - 142210,,83550.0
data scientist,midlevel,,company_268,"Singapore, Singapore",2 days ago,"Singapore, SG",Finance,Public,30830.0,,67044,"['spark', 'git', 'python', 'sql', 'hadoop']",67044,67044.0,"['spark', 'git', 'python', 'sql', 'hadoop']",67044.0,67044,,30830.0
data scientist,lead,hybrid,company_499,"Lake Mary, FL",4 days ago,"New York, NY, US",Finance,Public,51750.0,,109606,"['sql', 'kubernetes', 'machine learning', 'python']",109606,109606.0,"['sql', 'kubernetes', 'machine learning', 'python']",109606.0,109606,,51750.0
data scientist,senior,hybrid,company_500,"Vilniaus, Lithuania",5 months ago,"Miami, FL, US",Technology,Private,75.0,,5940 - 8223,"['aws', 'database', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']",5940,8223.0,"['aws', 'database', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']",7081.5,5940 - 8223,,75.0
data scientist,midlevel,on-site,company_503,"Brazil, Sao Paulo",14 days ago,"São Paulo, SP, BR",Technology,Private,7070.0,,28878 - 39713,[],28878,39713.0,[],34295.5,28878 - 39713,,7070.0
data scientist,senior,,company_513,"Washington, DC",2 days ago,"Vienna, VA, US",Technology,Private,90.0,,146134 - 182667,"['spark', 'r', 'python', 'sql', 'machine learning']",146134,182667.0,"['spark', 'r', 'python', 'sql', 'machine learning']",164400.5,146134 - 182667,,90.0
data scientist,,remote,company_516,Fully Remote,2 days ago,"San Diego, CA, US",Technology,Private,126.0,,127874 - 141573,[],127874,141573.0,[],134723.5,127874 - 141573,,126.0
data scientist,lead,remote,company_517,Fully Remote,7 days ago,"Gaithersburg, MD, US",Technology,Private,750.0,,255738,[],255738,255738.0,[],255738.0,255738,,750.0
data scientist,senior,,company_521,"San Francisco, CA",13 days ago,"San Francisco, CA, US",Technology,Private,524.0,,114175 - 155274,"['pandas', 'sql', 'python']",114175,155274.0,"['pandas', 'sql', 'python']",134724.5,114175 - 155274,,524.0
data scientist,senior,remote,company_523,"Alpharetta, GA",3 months ago,"Chicago, IL, US",Healthcare,Public,6470.0,,82480 - 137371,"['pandas', 'numpy', 'aws', 'scikit-learn', 'python', 'scipy', 'database', 'matplotlib']",82480,137371.0,"['pandas', 'numpy', 'aws', 'scikit-learn', 'python', 'scipy', 'database', 'matplotlib']",109925.5,82480 - 137371,,6470.0
data scientist,senior,on-site,company_524,"Orlando, FL",4 days ago,"Fairfax, VA, US",Technology,Private,8520.0,,97168 - 107796,"['amazon', 'azure', 'machine learning']",97168,107796.0,"['amazon', 'azure', 'machine learning']",102482.0,97168 - 107796,,8520.0
data scientist,senior,,company_527,"Plainsboro, NJ",7 days ago,"Bagsværd, DK",Healthcare,Public,55215.0,,131088,['deep learning'],131088,131088.0,['deep learning'],131088.0,131088,,55215.0
machine learning engineer,,hybrid,company_532,"New York, NY",23 days ago,"New York, NY, US",Technology,Private,180.0,,173536 - 228335,[],173536,228335.0,[],200935.5,173536 - 228335,,180.0
data scientist,senior,remote,company_540,Fully Remote,8 days ago,"San Diego, CA, US",Technology,Private,45.0,,118741,[],118741,118741.0,[],118741.0,118741,,45.0
data scientist,lead,hybrid,company_544,"Tempe, AZ",20 days ago,"Bloomington, IL, US",Finance,Private,55070.0,,100470 - 137003,"['linux', 'aws', 'r', 'python']",100470,137003.0,"['linux', 'aws', 'r', 'python']",118736.5,100470 - 137003,,55070.0
data scientist,senior,on-site,company_545,"Indianapolis, IN",15 days ago,"Indianapolis, IN, US",Healthcare,Public,35050.0,,138373 - 202945,['tableau'],138373,202945.0,['tableau'],170659.0,138373 - 202945,,35050.0
machine learning engineer,senior,hybrid,company_546,"Redwood City, CA",7 days ago,"Redwood City, CA, US",Retail,Public,2010.0,,172567 - 244914,"['pytorch', 'spark', 'python', 'scala', 'sql', 'machine learning', 'deep learning', 'tensorflow']",172567,244914.0,"['pytorch', 'spark', 'python', 'scala', 'sql', 'machine learning', 'deep learning', 'tensorflow']",208740.5,172567 - 244914,,2010.0
data scientist,senior,hybrid,company_549,"Santa Clara, CA",3 months ago,"Santa Clara, CA, US",Technology,Private,600.0,,205499 - 273999,"['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'python', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib', 'tensorflow']",205499,273999.0,"['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'python', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib', 'tensorflow']",239749.0,205499 - 273999,,600.0
data scientist,senior,on-site,company_551,"Bengaluru, Karnataka, India",2 months ago,"Vancouver, BC, CA",Technology,Private,1310.0,,15667,"['powerbi', 'python', 'sql', 'machine learning', 'deep learning', 'matplotlib', 'tableau']",15667,15667.0,"['powerbi', 'python', 'sql', 'machine learning', 'deep learning', 'matplotlib', 'tableau']",15667.0,15667,,1310.0
data scientist,,remote,company_019,Fully Remote,a month ago,"Boston, MA, US",Technology,Private,126.0,,155272,[],155272,155272.0,[],155272.0,155272,,126.0
data scientist,lead,on-site,company_555,"Boston, MA",7 days ago,"Boston, MA, US",Finance,Public,3040.0,,141571,"['sql', 'machine learning', 'r', 'python']",141571,141571.0,"['sql', 'machine learning', 'r', 'python']",141571.0,141571,,3040.0
data scientist,senior,hybrid,company_558,"Boston, MA",16 hours ago,"Boston, MA, US",Finance,Private,60640.0,,109605 - 159838,"['r', 'python', 'machine learning', 'keras', 'deep learning', 'tensorflow']",109605,159838.0,"['r', 'python', 'machine learning', 'keras', 'deep learning', 'tensorflow']",134721.5,109605 - 159838,,60640.0
